"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Duration","Growth Habit","Native Status","State Noxious Status","State Noxious Common Name","Characteristics Data","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"MOFO","","Montia fontana","annual water minerslettuce","Dicot","Annual","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOHO","","Montia howellii","Howell's minerslettuce","Dicot","Annual","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOLI4","","Montia linearis","narrowleaf minerslettuce","Dicot","Annual","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOPA2","","Montia parvifolia","littleleaf minerslettuce","Dicot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOPAF","","Montia parvifolia ssp. flagellaris","littleleaf minerslettuce","Dicot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOPAP","","Montia parvifolia ssp. parvifolia","littleleaf minerslettuce","Dicot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOREL2","","Morella","bayberry","Dicot","","","L48(I,N)CAN(N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOCA6","","Morella californica","California wax myrtle","Dicot","Perennial","Tree, Shrub","L48(N)CAN(N)","","","Yes","Spring and Summer","","None","High","Yes","Yes","No","Yellow","No","Dark Green","Moderate","Moderate","Coarse","Blue","Yes","Multiple Stem","Moderate","30","33","No","Yes","Long","No","Low","Yes","Erect","None","Yes","Yes","No","Low","Medium","Yes","Low","Low","Low","240","Low","Medium","6.0","7.5","700","1700","40","70","20","High","Intolerant","22","Early Summer","Routinely Available","Medium","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","22000","Slow","Low","No","None","No","No","No","","No","No","Yes","Low","Low","No","No","Low","No","No"
"MORUS","","Morus","mulberry","Dicot","","","L48(I,N)CAN(I,N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOAL","","Morus alba","white mulberry","Dicot","Perennial","Tree, Shrub","L48(I)HI(I)CAN(I)","","","Yes","Spring and Summer","","None","High","Yes","No","No","Green","No","Green","Moderate","Porous","Medium","Purple","Yes","Single Stem","Moderate","30","50","No","No","Moderate","No","None","Yes","Rounded","None","Yes","Yes","Yes","None","None","Yes","Medium","Low","Low","130","Low","Low","5.0","7.0","170","600","30","60","24","Medium","Intermediate","-18","Early Spring","Routinely Available","High","Spring","Summer","No","Yes","No","Yes","No","Yes","Yes","No","No","No","235000","Moderate","High","No","None","Yes","No","No","Low","No","No","Yes","Low","","No","No","Low","No","No"
"MUHLE","","Muhlenbergia","muhly","Monocot","","","L48(N)CAN(N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUAN","","Muhlenbergia andina","foxtail muhly","Monocot","Perennial","Graminoid","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUAS","","Muhlenbergia asperifolia","scratchgrass","Monocot","Perennial","Graminoid","L48(N)CAN(N)","","","Yes","Spring, Summer, Fall","Slow","None","Medium","No","No","No","Purple","No","Yellow-Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate","","2.0","No","No","Moderate","No","None","No","Decumbent","None","No","Yes","Yes","Medium","High","No","Low","Low","High","120","None","High","6.0","8.4","11000","18000","12","40","8","High","Tolerant","-18","Early Summer","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","Yes","No","1500000","Slow","Low","No","Moderate","No","No","No","","No","No","No","","","No","No","","No","No"
"MUFI2","","Muhlenbergia filiformis","pullup muhly","Monocot","Annual","Graminoid","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUGL3","","Muhlenbergia glomerata","spiked muhly","Monocot","Perennial","Graminoid","L48(N)CAN(N)SPM(N)","","","Yes","Spring, Summer, Fall","Slow","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate","","3.0","No","No","Short","No","None","No","Semi-Erect","None","No","Yes","Yes","High","Medium","No","Low","Medium","High","100","None","Medium","5.3","7.5","","","30","50","8","Medium","Intermediate","-33","Late Spring","Routinely Available","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","750000","Moderate","Low","No","Moderate","No","No","No","","No","No","No","Low","Low","No","No","Low","No","No"
"MUME2","","Muhlenbergia mexicana","Mexican muhly","Monocot","Perennial","Graminoid","L48(N)HI(I)CAN(N)","","","Yes","Spring, Summer, Fall","Slow","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate","","3.0","No","No","Short","No","None","No","Semi-Erect","None","No","Yes","No","Medium","Medium","No","Low","Medium","High","100","None","Medium","5.5","7.5","","","20","50","8","None","Intermediate","-33","Late Summer","Routinely Available","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","750000","Moderate","Low","No","Moderate","No","No","No","","No","No","No","Low","Low","No","No","Low","No","No"
"MUMI2","","Muhlenbergia minutissima","annual muhly","Monocot","Annual","Graminoid","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MURA","","Muhlenbergia racemosa","marsh muhly","Monocot","Perennial","Graminoid","L48(N)CAN(N)","","","Yes","Spring, Summer, Fall","Slow","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate","","3.0","No","No","Short","No","None","No","Semi-Erect","None","Yes","Yes","Yes","Low","Medium","No","Low","Medium","High","100","None","Medium","5.9","8.0","11000","18000","10","35","8","Low","Tolerant","-38","Late Summer","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","Yes","No","1608000","Slow","Low","No","Moderate","No","No","No","","No","No","No","Low","Low","No","No","Low","No","No"
"MURI","","Muhlenbergia richardsonis","mat muhly","Monocot","Perennial","Graminoid","L48(N)AK(N)CAN(N)","","","Yes","Spring and Summer","Rapid","None","High","No","No","No","Green","No","Green","Porous","Porous","Fine","Yellow","No","Rhizomatous","Rapid","","0.5","No","No","Short","Yes","None","No","Decumbent","None","No","Yes","Yes","None","High","No","Low","Low","Medium","140","Medium","High","7.5","9.5","11000","18000","10","19","6","None","Intolerant","-28","Early Summer","Contracting Only","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","Yes","No","1500000","Rapid","High","No","Rapid","No","No","No","","No","No","No","Medium","Medium","No","No","Medium","No","No"
"MURDA","","Murdannia","murdannia","Monocot","","","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUKE","","Murdannia keisak","wartremoving herb","Monocot","Perennial","Forb/herb","L48(I)","WA(WAWQ)","WA (marsh dew flower, Asian spiderwort)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSCA","","Muscari","grape hyacinth","Monocot","","","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUBO","","Muscari botryoides","common grape hyacinth","Monocot","Perennial","Forb/herb","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUCO2","","Muscari comosum","tassel grape hyacinth","Monocot","Perennial","Forb/herb","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYCEL","","Mycelis","mycelis","Dicot","","","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYMU","","Mycelis muralis","wall-lettuce","Dicot","Annual","Forb/herb","L48(I)AK(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYOSO","","Myosotis","forget-me-not","Dicot","","","L48(I,N)CAN(I,N)GL(I)SPM(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYAR","","Myosotis arvensis","field forget-me-not","Dicot","Annual","Forb/herb","L48(I)CAN(I)GL(I)SPM(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYAS2","","Myosotis asiatica","Asian forget-me-not","Dicot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYAZ","","Myosotis azorica","Azores forget-me-not","Dicot","Perennial","Forb/herb","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYDI","","Myosotis discolor","changing forget-me-not","Dicot","Annual, Perennial","Forb/herb","L48(I)HI(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
